Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment _method 
8/31/2025,20:02,BKG102124,Success,CUST2729,Mini,Rajajinagar,Hennur,10,17,,,,,,244.11,20.08,4.3,3.7,Wallet
8/21/2025,8:24,BKG102125,Success,CUST4464,Auto,Lavelle Road,Rajajinagar,2,6,,,,,,253.8,9.51,4.6,4.3,Wallet
8/4/2025,0:52,BKG102126,Cancelled by Driver,CUST4326,Mini,Nagawara,Nagawara,,,,,Customer related issue,,,,,,,Credit Card
8/26/2025,12:49,BKG102127,Success,CUST7436,Mini,Kudlu Gate,Hebbal,2,16,,,,,,1081.09,3.27,4.7,3.6,Wallet
8/24/2025,10:28,BKG102128,Success,CUST1245,Prime Sedan,Frazer Town,Basaveshwaranagar,2,8,,,,,,1482.7,14.29,4.6,3.9,Debit Card
8/2/2025,4:22,BKG102129,Success,CUST3558,Auto,Chickpet,Ulsoor,3,11,,,,,,716.74,49.66,3.3,3,Wallet
8/9/2025,5:21,BKG102130,Cancelled by Customer,CUST8027,Bike,Richmond Town,Ulsoor,,,Change of plans,Change of plans,,,,,,,,Wallet
8/18/2025,23:47,BKG102131,Success,CUST5526,eBike,Marathahalli,Hennur,6,8,,,,,,603.61,5.01,4.8,4.3,Wallet
8/19/2025,2:46,BKG102132,Success,CUST5046,Prime Plus,Nagarbhavi,Hebbal,5,17,,,,,,667.45,16.47,3.1,3,Debit Card
8/1/2025,4:47,BKG102133,Success,CUST7704,Bike,Wilson Garden,Bellandur,9,5,,,,,,221.76,25.28,4,3.6,Credit Card
8/1/2025,10:45,BKG102134,Cancelled by Customer,CUST2346,Prime Plus,Lavelle Road,Hoodi,,,Wrong Address,Wrong Address,,,,,,,,Debit Card
8/21/2025,0:04,BKG102135,Success,CUST7389,Auto,Malleswaram,Hebbal,6,12,,,,,,288.64,40.05,3,3.1,Wallet
8/22/2025,22:15,BKG102136,Cancelled by Customer,CUST9285,Prime Sedan,KR Puram,Shivaji Nagar,,,AC is not working,AC is not working,,,,,,,,UPI
8/29/2025,2:46,BKG102137,Cancelled by Customer,CUST9176,Prime Sedan,Bellandur,Jayanagar,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Credit Card
8/26/2025,19:35,BKG102138,Success,CUST3012,Prime SUV,Hoodi,Hebbal,3,18,,,,,,854.35,3.06,3.5,3.3,Credit Card
8/27/2025,15:27,BKG102139,Success,CUST9461,eBike,Banashankari,Basaveshwaranagar,6,17,,,,,,491.96,39.25,4.6,3,Debit Card
8/11/2025,14:00,BKG102140,Cancelled by Customer,CUST9953,Bike,Sadashivanagar,Peenya,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Wallet
8/29/2025,4:59,BKG102141,Cancelled by Driver,CUST3440,Prime SUV,MG Road,Hosakerehalli,,,,,The customer was coughing/sick,,,,,,,Wallet
8/1/2025,17:35,BKG102142,Success,CUST7720,Prime SUV,Jayanagar,Frazer Town,5,19,,,,,,1465.8,28.02,3.2,4.3,Cash
8/8/2025,0:50,BKG102143,Success,CUST1581,Prime SUV,Nagarbhavi,Malleswaram,3,12,,,,,,702.62,8.05,4,4.2,Wallet
8/17/2025,21:15,BKG102144,Cancelled by Customer,CUST7042,Prime SUV,Chickpet,Sarjapur Road,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Credit Card
8/26/2025,1:25,BKG102145,Cancelled by Customer,CUST8227,eBike,Banashankari,Shanti Nagar,,,Change of plans,Change of plans,,,,,,,,Wallet
8/12/2025,10:26,BKG102146,Success,CUST8059,eBike,Malleswaram,Yeshwanthpur,5,7,,,,,,682.59,6.94,4.4,3.9,UPI
8/13/2025,5:38,BKG102147,Success,CUST5770,Prime SUV,Marathahalli,Electronic City,10,14,,,,,,875.86,15.24,4.7,4.6,Debit Card
8/1/2025,2:49,BKG102148,Success,CUST8733,Prime Plus,Kudlu Gate,Banashankari,5,12,,,,,,445.24,45.9,4.1,3.5,UPI
8/8/2025,19:41,BKG102149,Cancelled by Customer,CUST2877,eBike,Yeshwanthpur,Marathahalli,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Wallet
8/23/2025,11:13,BKG102150,Success,CUST4371,Prime SUV,Nagawara,Bommanahalli,7,18,,,,,,1487.6,14.04,4,3.9,Cash
8/19/2025,2:31,BKG102151,Cancelled by Customer,CUST5090,Auto,Hebbal,Rajajinagar,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Wallet
8/30/2025,16:11,BKG102152,Success,CUST6068,Bike,Frazer Town,Domlur,5,6,,,,,,1173.65,21.39,4.5,4.9,Credit Card
8/6/2025,7:46,BKG102153,Cancelled by Customer,CUST5198,Prime SUV,Basaveshwaranagar,Sadashivanagar,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Credit Card
8/8/2025,21:18,BKG102154,Success,CUST1592,Prime SUV,Yeshwanthpur,Marathahalli,7,17,,,,,,306.83,48.27,4.8,4.2,Cash
8/24/2025,6:51,BKG102155,Success,CUST1279,Prime Plus,Rajajinagar,Horamavu,7,11,,,,,,828.24,21.12,4.8,3.1,Credit Card
8/20/2025,1:06,BKG102156,Cancelled by Customer,CUST1408,Prime Plus,Indiranagar,HSR Layout,,,AC is not working,AC is not working,,,,,,,,Cash
8/14/2025,23:25,BKG102157,Success,CUST3219,eBike,Hennur,Basavanagudi,8,14,,,,,,716.35,35.65,3.5,4.2,UPI
8/18/2025,9:54,BKG102158,Success,CUST3152,Auto,Richmond Town,Hebbal,6,6,,,,,,560.43,26.54,4.9,4.3,Wallet
8/15/2025,17:06,BKG102159,Cancelled by Driver,CUST9620,Prime Plus,Koramangala,Shanti Nagar,,,,,Customer related issue,,,,,,,Credit Card
8/5/2025,20:26,BKG102160,Success,CUST2500,Prime Plus,Nagarbhavi,Brookefield,3,12,,,,,,1484.89,29.71,3.1,4,UPI
8/8/2025,11:07,BKG102161,Success,CUST2890,Auto,BTM Layout,Nagawara,10,14,,,,,,1396.19,40.82,3.1,4.8,Debit Card
8/12/2025,4:14,BKG102162,Cancelled by Driver,CUST2397,Prime Sedan,Wilson Garden,Cunningham Road,,,,,The customer was coughing/sick,,,,,,,Wallet
8/13/2025,13:29,BKG102163,Success,CUST2772,Auto,Mahadevapura,Jayanagar,3,7,,,,,,476.82,33,3.9,3.8,Wallet
8/22/2025,7:03,BKG102164,Cancelled by Driver,CUST1513,Prime Sedan,Horamavu,Kadubeesanahalli,,,,,Customer related issue,,,,,,,Credit Card
8/8/2025,21:39,BKG102165,Cancelled by Customer,CUST4345,Prime Plus,Majestic,Cunningham Road,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Cash
8/14/2025,9:31,BKG102166,Cancelled by Customer,CUST1936,Prime SUV,Bannerghatta Road,Kengeri,,,Change of plans,Change of plans,,,,,,,,Debit Card
8/9/2025,22:06,BKG102167,Success,CUST2510,Auto,Rajajinagar,Banashankari,8,11,,,,,,1182.45,19.66,3.7,5,Credit Card
8/17/2025,0:15,BKG102168,Cancelled by Customer,CUST4230,Prime Sedan,Kadubeesanahalli,Hoodi,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Cash
8/15/2025,20:20,BKG102169,Success,CUST3509,Prime Sedan,Ulsoor,MG Road,6,11,,,,,,1313.69,13.85,4.5,4,Debit Card
8/4/2025,11:13,BKG102170,Success,CUST1270,Bike,Chamarajpet,Bannerghatta Road,5,7,,,,,,493.74,23.73,4.4,4.2,UPI
8/5/2025,21:40,BKG102171,Cancelled by Customer,CUST4407,eBike,Jayanagar,Brookefield,,,Change of plans,Change of plans,,,,,,,,Credit Card
8/26/2025,2:13,BKG102172,Cancelled by Driver,CUST1648,Bike,Sarjapur Road,Vijayanagar,,,,,Customer related issue,,,,,,,Debit Card
8/2/2025,14:44,BKG102173,Success,CUST6533,eBike,Frazer Town,Banashankari,10,16,,,,,,1239.19,28.62,4.6,4.8,Credit Card
8/9/2025,13:09,BKG102174,Cancelled by Customer,CUST9437,Auto,Kadubeesanahalli,Hoodi,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Debit Card
8/19/2025,10:15,BKG102175,Success,CUST5232,eBike,Bellandur,Indiranagar,5,16,,,,,,250.83,36.49,3.6,3.6,Debit Card
8/3/2025,4:01,BKG102176,Incomplete,CUST3339,Auto,Yeshwanthpur,RT Nagar,,,,,,Customer Demand,Customer Demand,,,,,Cash
8/2/2025,0:29,BKG102177,Success,CUST7983,Bike,Whitefield,Kengeri,2,13,,,,,,540.57,27.22,4.1,4.8,Credit Card
8/11/2025,14:01,BKG102178,Success,CUST5519,Mini,Majestic,Peenya,7,13,,,,,,776.45,26.07,4.4,3.5,Credit Card
8/12/2025,2:53,BKG102179,Success,CUST6880,Prime Plus,JP Nagar,Basaveshwaranagar,7,12,,,,,,626.95,29.74,3.2,4.4,Cash
8/19/2025,11:34,BKG102180,Success,CUST6310,Prime Plus,Brookefield,Mahadevapura,8,12,,,,,,859.53,3.17,3.3,4,Cash
8/5/2025,2:14,BKG102181,Success,CUST4594,Bike,Cunningham Road,Cunningham Road,2,8,,,,,,564.3,14.54,4.3,3.8,Debit Card
8/25/2025,9:52,BKG102182,Cancelled by Driver,CUST9756,eBike,KR Puram,Bellandur,,,,,More than permitted people in there,,,,,,,UPI
8/10/2025,6:38,BKG102183,Success,CUST1892,Bike,Brookefield,Seshadripuram,4,11,,,,,,750.87,34.26,4.5,4.7,UPI
8/27/2025,21:23,BKG102184,Incomplete,CUST3194,Bike,MG Road,Bannerghatta Road,,,,,,Other Issue,Other Issue,,,,,Credit Card
8/7/2025,19:57,BKG102185,Success,CUST4279,Prime Sedan,Sadashivanagar,HSR Layout,10,6,,,,,,943.77,6.43,4.4,4.7,Debit Card
8/20/2025,3:10,BKG102186,Success,CUST1185,Auto,Electronic City,Shanti Nagar,2,9,,,,,,1320.65,23.42,4.9,3.7,UPI
8/22/2025,14:13,BKG102187,Success,CUST6157,eBike,Sadashivanagar,Sadashivanagar,4,18,,,,,,1376.93,11.72,3.4,4.8,Cash
8/22/2025,15:21,BKG102188,Cancelled by Driver,CUST4405,Prime Plus,Chamarajpet,Basavanagudi,,,,,Personal & Car related issues,,,,,,,Debit Card
8/3/2025,5:36,BKG102189,Success,CUST9232,Auto,Hosakerehalli,Cunningham Road,5,8,,,,,,991.1,20.93,3.1,4.9,Cash
8/18/2025,4:06,BKG102190,Success,CUST2159,Prime SUV,KR Puram,Mahadevapura,2,18,,,,,,1486.71,47.65,4.5,3.2,UPI
8/15/2025,14:08,BKG102191,Success,CUST3556,Bike,Bellandur,Koramangala,5,20,,,,,,913.14,49.01,4.9,5,UPI
8/9/2025,10:40,BKG102192,Cancelled by Driver,CUST9439,Prime Sedan,Frazer Town,Mahadevapura,,,,,Customer related issue,,,,,,,Debit Card
8/1/2025,7:44,BKG102193,Success,CUST2916,Prime Sedan,Brookefield,Bannerghatta Road,8,14,,,,,,319.39,45.47,3.9,4,Credit Card
8/17/2025,0:48,BKG102194,Cancelled by Customer,CUST4232,Prime SUV,JP Nagar,JP Nagar,,,Wrong Address,Wrong Address,,,,,,,,UPI
8/6/2025,4:53,BKG102195,Success,CUST3895,Bike,Brookefield,HSR Layout,7,16,,,,,,429.87,9.14,4.1,3.7,Debit Card
8/23/2025,16:55,BKG102196,Cancelled by Customer,CUST7589,Prime SUV,Malleswaram,BTM Layout,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Cash
8/10/2025,3:53,BKG102197,Success,CUST2565,Mini,Chamarajpet,Cunningham Road,5,13,,,,,,667.79,38.19,4.6,3.9,Cash
8/1/2025,16:22,BKG102198,Success,CUST9429,Prime Plus,JP Nagar,Basaveshwaranagar,8,17,,,,,,228.86,6.1,3.9,5,UPI
8/18/2025,12:07,BKG102199,Success,CUST9938,Bike,BTM Layout,Sarjapur Road,4,15,,,,,,841.23,18.18,4.3,3.8,Debit Card
8/27/2025,23:44,BKG102200,Success,CUST8192,Auto,Cunningham Road,Ulsoor,7,7,,,,,,454.99,46.28,4.2,3.9,Wallet
8/10/2025,7:07,BKG102201,Incomplete,CUST2382,Bike,Lavelle Road,Malleswaram,,,,,,Vehicle Breakdown,Vehicle Breakdown,,,,,Wallet
8/27/2025,11:06,BKG102202,Cancelled by Customer,CUST9251,Auto,Kadubeesanahalli,Hennur,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Wallet
8/23/2025,2:58,BKG102203,Cancelled by Driver,CUST9779,Bike,Electronic City,JP Nagar,,,,,The customer was coughing/sick,,,,,,,UPI
8/23/2025,6:52,BKG102204,Success,CUST9788,Prime Plus,Bellandur,Indiranagar,3,6,,,,,,469.68,35.79,3.5,3.4,UPI
8/27/2025,7:05,BKG102205,Success,CUST4869,Prime SUV,Shivaji Nagar,Banashankari,4,17,,,,,,423.35,38.91,3.7,4.3,Credit Card
8/18/2025,17:25,BKG102206,Success,CUST4541,eBike,Nagawara,Malleswaram,5,15,,,,,,1242.09,20.2,3.6,3.3,Debit Card
8/22/2025,13:29,BKG102207,Success,CUST2656,eBike,MG Road,KR Puram,6,14,,,,,,1413.12,4.86,3.5,4.6,UPI
8/16/2025,12:46,BKG102208,Success,CUST3281,Bike,HSR Layout,Sadashivanagar,2,20,,,,,,402.24,32.86,3.9,4.4,Debit Card
8/4/2025,10:06,BKG102209,Success,CUST2995,Mini,Kengeri,Kadubeesanahalli,6,14,,,,,,683.15,13.49,5,4.2,Wallet
8/18/2025,17:04,BKG102210,Success,CUST5814,Bike,Lavelle Road,Banashankari,7,13,,,,,,453.85,30.7,3.4,4.5,Debit Card
8/25/2025,6:17,BKG102211,Success,CUST7838,Prime Plus,Electronic City,Bannerghatta Road,3,8,,,,,,938.72,31.83,3.2,3.9,Cash
8/14/2025,8:27,BKG102212,Success,CUST5452,Mini,Vijayanagar,Electronic City,6,11,,,,,,1197.43,38.59,4.8,3.5,Cash
8/17/2025,3:54,BKG102213,Success,CUST8821,eBike,Kadubeesanahalli,Electronic City,5,17,,,,,,121.36,20.68,3.8,3.9,Wallet
8/17/2025,19:39,BKG102214,Cancelled by Driver,CUST6599,Prime Plus,Ulsoor,RT Nagar,,,,,More than permitted people in there,,,,,,,Cash
8/7/2025,15:14,BKG102215,Success,CUST9507,eBike,Hebbal,Lavelle Road,3,16,,,,,,787.92,29.35,4.2,3.5,Credit Card
8/11/2025,6:49,BKG102216,Success,CUST6271,Prime Sedan,Malleswaram,Frazer Town,9,17,,,,,,1418.92,37.68,4.3,3.5,Debit Card
8/7/2025,3:36,BKG102217,Success,CUST4094,Bike,Malleswaram,Hosakerehalli,2,18,,,,,,536.85,40.05,4.3,3.1,Debit Card
8/18/2025,2:51,BKG102218,Cancelled by Customer,CUST4501,Auto,Lavelle Road,Chamarajpet,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Wallet
8/30/2025,5:53,BKG102219,Cancelled by Driver,CUST3761,eBike,Sarjapur Road,Yeshwanthpur,,,,,Personal & Car related issues,,,,,,,UPI
8/6/2025,14:42,BKG102220,Success,CUST5341,Prime SUV,Hebbal,Majestic,10,10,,,,,,1254.73,43.69,3.8,3,UPI
8/24/2025,12:52,BKG102221,Cancelled by Driver,CUST1046,Auto,Jayanagar,Kengeri,,,,,The customer was coughing/sick,,,,,,,Credit Card
8/12/2025,14:08,BKG102222,Success,CUST9971,Auto,Nagarbhavi,Kudlu Gate,5,13,,,,,,887.92,41.92,4.3,4.3,Wallet
8/22/2025,9:42,BKG102223,Success,CUST1286,Prime Sedan,Bellandur,Whitefield,8,8,,,,,,805.87,4.84,4.9,4.3,Cash
8/17/2025,17:22,BKG102224,Success,CUST3507,eBike,Malleswaram,Basaveshwaranagar,3,17,,,,,,460.44,12.64,3.9,3.4,Debit Card
8/10/2025,4:31,BKG102225,Success,CUST8876,Bike,Bommanahalli,Kadubeesanahalli,8,11,,,,,,1408.77,21.13,3.7,4.2,Credit Card
8/17/2025,16:13,BKG102226,Cancelled by Driver,CUST5739,Prime Sedan,Rajajinagar,Mahadevapura,,,,,The customer was coughing/sick,,,,,,,UPI
8/23/2025,18:47,BKG102227,Cancelled by Driver,CUST7542,Mini,Frazer Town,Majestic,,,,,Customer related issue,,,,,,,Credit Card
8/17/2025,21:27,BKG102228,Success,CUST1491,Prime SUV,Bommanahalli,Nagarbhavi,5,16,,,,,,607.06,5.4,3.6,4.5,Debit Card
8/22/2025,4:42,BKG102229,Success,CUST7017,Prime SUV,Shivaji Nagar,Bommanahalli,8,17,,,,,,225.49,43.21,4.9,5,Wallet
8/1/2025,11:12,BKG102230,Cancelled by Customer,CUST2463,Prime Plus,Ulsoor,Sarjapur Road,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Credit Card
8/8/2025,2:06,BKG102231,Success,CUST7497,Bike,Rajajinagar,Kadubeesanahalli,10,9,,,,,,938.92,41.08,3.9,3.3,Credit Card
8/14/2025,18:51,BKG102232,Success,CUST9472,Bike,Cunningham Road,Bannerghatta Road,8,20,,,,,,371.16,44.32,3.9,3.7,Wallet
8/14/2025,5:58,BKG102233,Cancelled by Driver,CUST8763,Mini,Sarjapur Road,Yeshwanthpur,,,,,Customer related issue,,,,,,,Credit Card
8/28/2025,1:31,BKG102234,Cancelled by Customer,CUST7136,Prime Plus,KR Puram,Lavelle Road,,,AC is not working,AC is not working,,,,,,,,Debit Card
8/2/2025,5:43,BKG102235,Cancelled by Customer,CUST8777,Mini,Nagarbhavi,MG Road,,,Wrong Address,Wrong Address,,,,,,,,Debit Card
8/13/2025,23:40,BKG102236,Cancelled by Customer,CUST1695,eBike,Wilson Garden,Koramangala,,,AC is not working,AC is not working,,,,,,,,Debit Card
8/11/2025,8:34,BKG102237,Success,CUST8841,Auto,JP Nagar,Banashankari,9,19,,,,,,1414.01,47.06,3.5,4.3,Wallet
8/30/2025,22:05,BKG102238,Success,CUST8494,eBike,Cunningham Road,Frazer Town,5,12,,,,,,605,38.86,3.5,4,Debit Card
8/29/2025,9:30,BKG102239,Success,CUST7019,eBike,Majestic,Jayanagar,5,8,,,,,,216.4,39.91,3.2,3.6,Cash
8/4/2025,5:00,BKG102240,Incomplete,CUST4101,Bike,Rajajinagar,Nagawara,,,,,,Other Issue,Other Issue,,,,,Cash
8/28/2025,18:33,BKG102241,Cancelled by Driver,CUST1388,eBike,Bellandur,Brookefield,,,,,More than permitted people in there,,,,,,,UPI
8/31/2025,18:31,BKG102242,Success,CUST2397,Prime Plus,Nagarbhavi,Majestic,5,5,,,,,,652.2,49.07,4.1,4.6,UPI
8/12/2025,16:13,BKG102243,Success,CUST7135,Auto,Basaveshwaranagar,Hoodi,8,16,,,,,,1056.3,14.29,4.8,4.9,Debit Card
8/16/2025,15:03,BKG102244,Incomplete,CUST5706,eBike,Lavelle Road,Seshadripuram,,,,,,Customer Demand,Customer Demand,,,,,Cash
8/23/2025,21:19,BKG102245,Success,CUST2445,Bike,Mahadevapura,Kadubeesanahalli,10,17,,,,,,380.18,25.8,3.6,3.6,Debit Card
8/4/2025,18:10,BKG102246,Success,CUST9571,Prime Sedan,Domlur,Horamavu,6,7,,,,,,1474.08,25.87,4.8,3.2,Wallet
8/10/2025,15:08,BKG102247,Success,CUST4450,Prime SUV,Hoodi,Seshadripuram,5,15,,,,,,52.92,14.34,5,3.5,Debit Card
8/24/2025,2:18,BKG102248,Success,CUST2923,Auto,HSR Layout,Kudlu Gate,9,8,,,,,,1038.47,38.63,3.5,4.9,Wallet
8/19/2025,8:28,BKG102249,Success,CUST4731,Bike,Basavanagudi,Basaveshwaranagar,4,13,,,,,,1211.03,2.02,3.4,4.2,Wallet
8/12/2025,23:39,BKG102250,Cancelled by Customer,CUST5703,Mini,Wilson Garden,Kadubeesanahalli,,,Change of plans,Change of plans,,,,,,,,UPI
8/21/2025,11:10,BKG102251,Success,CUST8633,Bike,HSR Layout,Richmond Town,3,10,,,,,,362.44,16.39,3.5,3.6,UPI
8/14/2025,1:29,BKG102252,Success,CUST4683,Prime SUV,Electronic City,Sadashivanagar,2,18,,,,,,856.09,24.99,3.3,4.3,Credit Card
8/12/2025,5:31,BKG102253,Success,CUST3780,Mini,Kadubeesanahalli,Frazer Town,5,19,,,,,,1265.48,33.22,4.7,3.7,Credit Card
8/7/2025,16:32,BKG102254,Success,CUST1944,eBike,Frazer Town,Basavanagudi,2,7,,,,,,1001.3,3.34,3.2,3.4,UPI
8/11/2025,1:01,BKG102255,Success,CUST4265,Auto,Ulsoor,Kengeri,7,6,,,,,,363.05,47.9,5,4.1,Debit Card
8/24/2025,8:54,BKG102256,Cancelled by Customer,CUST9324,Prime Plus,Shivaji Nagar,Frazer Town,,,AC is not working,AC is not working,,,,,,,,Wallet
8/11/2025,23:18,BKG102257,Cancelled by Driver,CUST8667,Auto,Lavelle Road,RT Nagar,,,,,The customer was coughing/sick,,,,,,,Wallet
8/26/2025,7:59,BKG102258,Cancelled by Driver,CUST9096,Prime Plus,Bommanahalli,Basavanagudi,,,,,The customer was coughing/sick,,,,,,,Wallet
8/7/2025,23:35,BKG102259,Cancelled by Customer,CUST8054,Mini,Seshadripuram,Rajajinagar,,,Driver is not moving towards pickup location,Driver is not moving towards pickup location,,,,,,,,Wallet
8/4/2025,1:58,BKG102260,Success,CUST7073,Prime Plus,Yeshwanthpur,Nagarbhavi,7,19,,,,,,1189.93,49.85,4.4,4.6,Wallet
8/22/2025,7:52,BKG102261,Success,CUST3398,Prime Sedan,Domlur,Sarjapur Road,2,9,,,,,,1107.18,7.52,4.3,4,Credit Card
8/29/2025,0:47,BKG102262,Cancelled by Customer,CUST3782,Mini,Bellandur,Rajajinagar,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Wallet
8/3/2025,12:02,BKG102263,Success,CUST6930,Prime Sedan,Electronic City,Malleswaram,9,18,,,,,,215.72,12.8,4.8,4,Cash
8/8/2025,6:48,BKG102264,Cancelled by Customer,CUST2321,eBike,Banashankari,Chamarajpet,,,Change of plans,Change of plans,,,,,,,,Credit Card
8/7/2025,20:11,BKG102265,Cancelled by Customer,CUST1134,Bike,Jayanagar,Nagarbhavi,,,AC is not working,AC is not working,,,,,,,,Debit Card
8/13/2025,20:18,BKG102266,Success,CUST8734,Prime SUV,Hennur,Hoodi,4,8,,,,,,1028.02,17.03,3.4,4.3,Credit Card
8/18/2025,7:43,BKG102267,Success,CUST4769,Prime Plus,Ulsoor,Peenya,10,8,,,,,,964.08,28.27,4.2,4.6,Cash
8/18/2025,2:00,BKG102268,Success,CUST7506,Mini,RT Nagar,Ulsoor,10,12,,,,,,1342.22,34.75,3.4,4.7,Cash
8/21/2025,8:08,BKG102269,Success,CUST8206,Bike,Hebbal,Jayanagar,4,8,,,,,,853,25.85,4.6,3.8,Cash
8/3/2025,10:57,BKG102270,Success,CUST1884,Bike,JP Nagar,Shanti Nagar,10,10,,,,,,724.72,11.76,4.2,3.2,UPI
8/2/2025,8:11,BKG102271,Success,CUST1463,Auto,Lavelle Road,RT Nagar,10,13,,,,,,682.77,24.73,3.4,3.1,Wallet
8/14/2025,10:47,BKG102272,Success,CUST3115,Prime SUV,Hoodi,Hennur,8,17,,,,,,858.56,19.38,4.8,3.4,UPI
8/14/2025,16:38,BKG102273,Cancelled by Driver,CUST7280,Prime Plus,RT Nagar,Hennur,,,,,Customer related issue,,,,,,,UPI
8/11/2025,23:58,BKG102274,Cancelled by Customer,CUST3702,Mini,Lavelle Road,Bannerghatta Road,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Cash
8/7/2025,23:09,BKG102275,Success,CUST7665,Auto,MG Road,Frazer Town,3,18,,,,,,543.18,15.17,3.5,4.1,Wallet
8/17/2025,9:25,BKG102276,Cancelled by Driver,CUST6816,Prime Sedan,RT Nagar,Lavelle Road,,,,,More than permitted people in there,,,,,,,Wallet
8/12/2025,12:23,BKG102277,Cancelled by Driver,CUST1578,Bike,Indiranagar,BTM Layout,,,,,More than permitted people in there,,,,,,,UPI
8/25/2025,6:26,BKG102278,Success,CUST9211,eBike,Ulsoor,Shivaji Nagar,10,7,,,,,,801.81,32.48,3.6,3.7,Debit Card
8/24/2025,8:49,BKG102279,Cancelled by Driver,CUST6972,Prime SUV,Frazer Town,Bannerghatta Road,,,,,Personal & Car related issues,,,,,,,Debit Card
8/20/2025,4:32,BKG102280,Cancelled by Driver,CUST7392,Bike,Ulsoor,Hoodi,,,,,Customer related issue,,,,,,,Debit Card
8/22/2025,20:11,BKG102281,Cancelled by Driver,CUST6332,Mini,Shivaji Nagar,MG Road,,,,,Customer related issue,,,,,,,Credit Card
8/1/2025,10:07,BKG102282,Success,CUST9996,Prime Sedan,Shanti Nagar,BTM Layout,2,11,,,,,,1115.39,7.62,4.6,4.1,Wallet
8/25/2025,17:25,BKG102283,Success,CUST3456,eBike,Sadashivanagar,Cunningham Road,3,19,,,,,,76.21,49.64,4.9,3.8,Cash
8/14/2025,9:28,BKG102284,Success,CUST6412,Bike,Basaveshwaranagar,Nagarbhavi,5,13,,,,,,1291.63,34.08,4.6,4.5,Credit Card
8/9/2025,11:14,BKG102285,Incomplete,CUST4463,Bike,Cunningham Road,Chickpet,,,,,,Vehicle Breakdown,Vehicle Breakdown,,,,,Debit Card
8/17/2025,5:33,BKG102286,Success,CUST9303,Mini,Hoodi,Shanti Nagar,4,13,,,,,,327.74,31.22,4.9,4,Credit Card
8/11/2025,21:49,BKG102287,Success,CUST5954,Prime Plus,Indiranagar,Yeshwanthpur,3,20,,,,,,516.84,31.87,5,5,Credit Card
8/20/2025,7:19,BKG102288,Incomplete,CUST7621,eBike,Chamarajpet,Hosakerehalli,,,,,,Other Issue,Other Issue,,,,,UPI
8/8/2025,15:13,BKG102289,Success,CUST6913,Auto,Wilson Garden,Chamarajpet,7,18,,,,,,816.44,34.31,4.6,3.8,UPI
8/12/2025,11:04,BKG102290,Success,CUST5604,eBike,Seshadripuram,Frazer Town,2,18,,,,,,784.6,42.1,3.3,4.5,Debit Card
8/23/2025,19:10,BKG102291,Success,CUST3799,Mini,Vijayanagar,Kudlu Gate,4,20,,,,,,179.64,1.62,4.8,4.7,UPI
8/15/2025,11:39,BKG102292,Cancelled by Customer,CUST4654,Mini,Chickpet,Hosakerehalli,,,AC is not working,AC is not working,,,,,,,,Debit Card
8/27/2025,19:05,BKG102293,Success,CUST7005,Prime Sedan,Basaveshwaranagar,Nagarbhavi,2,14,,,,,,872.22,26.54,4.3,3.3,Cash
8/10/2025,20:36,BKG102294,Cancelled by Customer,CUST9508,Prime SUV,JP Nagar,Nagawara,,,Driver asked to cancel,Driver asked to cancel,,,,,,,,Debit Card
8/16/2025,10:19,BKG102295,Success,CUST8854,Prime SUV,Lavelle Road,JP Nagar,7,6,,,,,,682.88,41.05,3.4,3,UPI
8/22/2025,3:25,BKG102296,Success,CUST2840,Prime SUV,Wilson Garden,Wilson Garden,2,17,,,,,,251.51,1.89,4.3,4,Credit Card
8/24/2025,11:40,BKG102297,Success,CUST9580,Prime SUV,Brookefield,Brookefield,10,19,,,,,,992.27,15.27,4.2,3.2,UPI
8/12/2025,9:13,BKG102298,Success,CUST4763,Prime SUV,Wilson Garden,Nagarbhavi,3,10,,,,,,1393.19,10.09,3.6,3.9,Cash
8/3/2025,22:17,BKG102299,Incomplete,CUST6597,eBike,Peenya,Kudlu Gate,,,,,,Other Issue,Other Issue,,,,,Wallet
8/22/2025,5:12,BKG102300,Success,CUST8744,Bike,Mahadevapura,Bommanahalli,9,17,,,,,,673.77,36.03,4.1,5,UPI
